32	0000
32	0001
32	0010
32	0100
32	1000
32	0002
32	0020
32	0200
32	2000
179	0101
180	0111
181	0121
182	0212
183	0012
184	0021
185	0222
186	0202
187	0022
188	0220
189	0210
190	0120
191	0011
192	1100
193	1110
194	1011
195	1101
196	1010
197	1111
198	2101
199	1202
200	2200
201	2002
202	2220
203	2022
204	2202
205	2020
206	2222
207	2120
208	1210
209	2021
210	1012
211	1200
212	2100
213	2001
214	1002
215	1212
216	2121
217	0110
218	1001
